"Diet","BATCH","Essi_number","Bloomington_number","DGRP_number","n_pup","n_eclo","n_total"
"lard",19,163,28232,"DGRP-790",29,25,30
"lard",17,164,28233,"DGRP-796",30,30,30
"lard",13,165,25207,"DGRP-799",28,26,30
"lard",11,166,28234,"DGRP-801",25,20,30
"lard",12,167,28235,"DGRP-802",28,27,30
"lard",15,168,28236,"DGRP-804",23,18,30
"lard",22,169,28237,"DGRP-805",NA,NA,30
"lard",17,170,28238,"DGRP-808",29,28,30
"lard",17,171,28239,"DGRP-810",28,27,30
"lard",15,172,28240,"DGRP-812",29,19,30
"lard",17,173,28241,"DGRP-818",29,28,30
"lard",13,174,28242,"DGRP-819",28,24,30
"lard",11,175,25208,"DGRP-820",29,29,30
"lard",8,176,28243,"DGRP-821",27,23,30
"lard",19,177,28244,"DGRP-822",12,11,30
"lard",21,178,28245,"DGRP-832",14,8,30
"lard",8,180,28247,"DGRP-843",26,25,30
"lard",18,181,28248,"DGRP-849",21,20,30
"lard",19,182,28249,"DGRP-850",27,26,30
"lard",8,183,25209,"DGRP-852",27,25,30
"lard",18,184,28250,"DGRP-853",29,29,30
"lard",18,185,28251,"DGRP-855",21,20,30
"lard",19,186,28252,"DGRP-857",28,15,30
"lard",8,187,25210,"DGRP-859",26,26,30
"lard",18,188,28253,"DGRP-861",29,28,30
"lard",19,189,28254,"DGRP-879",25,24,30
"lard",18,190,28255,"DGRP-882",26,23,30
"lard",19,192,28279,"DGRP-887",13,11,30
"lard",8,193,28257,"DGRP-890",28,27,30
"lard",8,194,28258,"DGRP-892",30,29,30
"lard",8,196,28260,"DGRP-897",23,22,30
"lard",8,197,28261,"DGRP-900",30,25,30
"lard",8,198,28262,"DGRP-907",30,30,30
"lard",8,199,28263,"DGRP-908",30,29,30
"lard",18,200,28264,"DGRP-911",27,25,30
"lard",18,201,28265,"DGRP-913",21,21,30
"WD",2,1,28122,"DGRP-21",30,27,30
"WD",2,2,28123,"DGRP-26",22,22,30
"WD",21,3,28124,"DGRP-28",19,19,30
"WD",2,4,55014,"DGRP-31",24,23,30
"WD",2,5,55015,"DGRP-32",29,24,30
"WD",2,6,28125,"DGRP-38",8,8,30
"WD",2,7,29651,"DGRP-40",29,29,30
"WD",2,8,28126,"DGRP-41",28,26,30
"WD",21,9,28127,"DGRP-42",13,10,30
"WD",9,10,28128,"DGRP-45",26,26,30
"WD",1,11,55016,"DGRP-48",20,18,30
"WD",1,12,29652,"DGRP-57",27,27,30
"WD",2,13,28129,"DGRP-59",28,28,30
"WD",19,14,28130,"DGRP-69",15,11,30
"WD",9,15,28131,"DGRP-73",29,26,30
"WD",20,16,28132,"DGRP-75",28,24,30
"WD",1,17,28134,"DGRP-83",29,28,30
"WD",9,18,28274,"DGRP-85",15,11,30
"WD",14,19,28135,"DGRP-88",22,21,30
"WD",1,20,28136,"DGRP-91",25,25,30
"WD",5,21,28137,"DGRP-93",17,17,30
"WD",1,22,55017,"DGRP-100",24,24,30
"WD",1,23,28138,"DGRP-101",11,10,30
"WD",9,24,28139,"DGRP-105",23,21,30
"WD",2,25,28140,"DGRP-109",16,15,30
"WD",1,26,28141,"DGRP-129",26,26,30
"WD",1,27,28142,"DGRP-136",16,15,30
"WD",10,28,28143,"DGRP-138",28,26,30
"WD",1,29,28144,"DGRP-142",29,25,30
"WD",3,30,28145,"DGRP-149",27,26,30
"WD",3,31,28146,"DGRP-153",25,16,30
"WD",20,32,28147,"DGRP-158",28,27,30
"WD",9,33,28148,"DGRP-161",27,24,30
"WD",3,34,28149,"DGRP-176",29,14,30
"WD",14,35,28150,"DGRP-177",23,23,30
"WD",3,36,28151,"DGRP-181",27,25,30
"WD",3,37,28152,"DGRP-189",30,30,30
"WD",3,38,28153,"DGRP-195",30,30,30
"WD",3,39,25174,"DGRP-208",24,23,30
"WD",3,40,28154,"DGRP-217",27,27,30
"WD",10,41,28155,"DGRP-223",23,20,30
"WD",20,42,28156,"DGRP-227",27,24,30
"WD",20,43,28157,"DGRP-228",23,23,30
"WD",5,44,29653,"DGRP-229",30,30,30
"WD",10,45,28275,"DGRP-235",28,28,30
"WD",5,46,28160,"DGRP-237",17,16,30
"WD",2,47,28161,"DGRP-239",27,27,30
"WD",14,48,28162,"DGRP-256",25,23,30
"WD",11,49,28164,"DGRP-280",30,30,30
"WD",20,50,28165,"DGRP-287",20,19,30
"WD",10,51,25175,"DGRP-301",16,11,30
"WD",10,52,25176,"DGRP-303",28,25,30
"WD",16,53,25177,"DGRP-304",17,16,30
"WD",5,54,37525,"DGRP-306",9,9,30
"WD",5,55,25179,"DGRP-307",23,19,30
"WD",5,56,28166,"DGRP-309",23,22,30
"WD",21,57,28276,"DGRP-310",28,23,30
"WD",5,58,25180,"DGRP-313",19,5,30
"WD",4,60,28167,"DGRP-317",23,22,30
"WD",4,61,28168,"DGRP-318",28,27,30
"WD",4,62,55018,"DGRP-319",25,23,30
"WD",4,63,29654,"DGRP-320",25,24,30
"WD",4,64,29655,"DGRP-321",25,23,30
"WD",4,65,25182,"DGRP-324",28,28,30
"WD",11,66,28171,"DGRP-332",29,29,30
"WD",22,67,25183,"DGRP-335",27,26,30
"WD",4,68,28172,"DGRP-336",11,9,30
"WD",4,69,28173,"DGRP-338",28,20,30
"WD",4,70,28174,"DGRP-340",28,28,30
"WD",10,71,55019,"DGRP-348",16,14,30
"WD",10,72,28176,"DGRP-350",27,22,30
"WD",10,73,28177,"DGRP-352",28,28,30
"WD",10,74,55020,"DGRP-354",26,24,30
"WD",13,75,55038,"DGRP-355",28,25,30
"WD",20,76,28178,"DGRP-356",29,25,30
"WD",14,77,25184,"DGRP-357",28,27,30
"WD",12,78,25185,"DGRP-358",27,24,30
"WD",13,79,28179,"DGRP-359",27,25,30
"WD",12,80,25186,"DGRP-360",24,24,30
"WD",13,81,28180,"DGRP-361",30,30,30
"WD",9,82,25187,"DGRP-362",20,20,30
"WD",7,83,25445,"DGRP-365",26,23,30
"WD",19,84,28181,"DGRP-367",28,26,30
"WD",11,85,28182,"DGRP-370",25,23,30
"WD",16,86,28183,"DGRP-371",22,22,30
"WD",13,87,28184,"DGRP-373",25,21,30
"WD",12,88,28185,"DGRP-374",26,25,30
"WD",7,89,25188,"DGRP-375",25,25,30
"WD",11,90,28186,"DGRP-377",19,17,30
"WD",9,91,25189,"DGRP-379",24,21,30
"WD",14,92,25190,"DGRP-380",28,28,30
"WD",14,93,28188,"DGRP-381",21,20,30
"WD",7,94,28189,"DGRP-382",30,29,30
"WD",20,95,28190,"DGRP-383",18,16,30
"WD",14,96,28191,"DGRP-385",30,28,30
"WD",14,97,28192,"DGRP-386",28,28,30
"WD",7,98,55021,"DGRP-390",23,22,30
"WD",15,99,25191,"DGRP-391",22,21,30
"WD",14,100,28194,"DGRP-392",26,26,30
"WD",7,101,55022,"DGRP-395",30,30,30
"WD",9,102,55023,"DGRP-397",22,21,30
"WD",7,103,25192,"DGRP-399",28,25,30
"WD",14,104,29656,"DGRP-405",30,30,30
"WD",15,105,29657,"DGRP-406",30,28,30
"WD",16,106,28278,"DGRP-409",23,18,30
"WD",6,107,28196,"DGRP-426",13,13,30
"WD",6,108,25193,"DGRP-427",28,27,30
"WD",6,109,25194,"DGRP-437",29,24,30
"WD",16,110,29658,"DGRP-439",26,24,30
"WD",16,111,28197,"DGRP-440",26,26,30
"WD",6,112,28198,"DGRP-441",18,15,30
"WD",15,113,28199,"DGRP-443",22,22,30
"WD",16,114,28200,"DGRP-461",29,29,30
"WD",21,115,25195,"DGRP-486",28,28,30
"WD",6,116,28202,"DGRP-491",30,30,30
"WD",9,117,28203,"DGRP-492",29,29,30
"WD",15,118,28204,"DGRP-502",24,24,30
"WD",20,119,55024,"DGRP-505",25,23,30
"WD",16,120,28205,"DGRP-508",29,29,30
"WD",6,121,28206,"DGRP-509",25,23,30
"WD",6,122,29659,"DGRP-513",29,27,30
"WD",6,123,25197,"DGRP-517",30,27,30
"WD",12,124,55025,"DGRP-528",20,17,30
"WD",6,125,29660,"DGRP-530",29,26,30
"WD",21,126,28207,"DGRP-531",28,27,30
"WD",6,127,28208,"DGRP-535",28,28,30
"WD",7,128,55026,"DGRP-551",28,25,30
"WD",7,129,25198,"DGRP-555",5,3,30
"WD",12,130,55027,"DGRP-559",28,20,30
"WD",7,131,28211,"DGRP-563",24,22,30
"WD",20,132,55028,"DGRP-566",24,23,30
"WD",15,133,28212,"DGRP-584",30,30,30
"WD",15,134,28213,"DGRP-589",19,19,30
"WD",16,135,28215,"DGRP-595",26,26,30
"WD",17,136,55029,"DGRP-596",17,15,30
"WD",7,137,55030,"DGRP-627",28,28,30
"WD",15,138,55031,"DGRP-630",29,29,30
"WD",15,139,55032,"DGRP-634",23,22,30
"WD",21,140,25199,"DGRP-639",13,9,30
"WD",22,141,28217,"DGRP-646",10,9,30
"WD",17,142,28218,"DGRP-703",30,30,30
"WD",17,143,25744,"DGRP-705",30,29,30
"WD",17,144,25200,"DGRP-707",27,27,30
"WD",19,145,25201,"DGRP-712",23,21,30
"WD",12,146,25745,"DGRP-714",28,26,30
"WD",11,147,28219,"DGRP-716",28,26,30
"WD",18,148,28220,"DGRP-721",27,27,30
"WD",21,149,28221,"DGRP-727",28,25,30
"WD",9,151,25203,"DGRP-732",29,29,30
"WD",17,152,28222,"DGRP-737",26,26,30
"WD",22,153,28223,"DGRP-738",15,14,30
"WD",17,154,28224,"DGRP-748",29,28,30
"WD",19,155,28226,"DGRP-757",30,29,30
"WD",20,156,28227,"DGRP-761",27,27,30
"WD",17,157,25204,"DGRP-765",26,22,30
"WD",11,158,25205,"DGRP-774",30,29,30
"WD",11,159,28229,"DGRP-776",28,25,30
"WD",12,160,28230,"DGRP-783",27,26,30
"WD",12,161,25206,"DGRP-786",30,27,30
"WD",11,162,28231,"DGRP-787",30,28,30
"WD",19,163,28232,"DGRP-790",25,17,30
"WD",17,164,28233,"DGRP-796",30,30,30
"WD",13,165,25207,"DGRP-799",27,26,30
"WD",11,166,28234,"DGRP-801",27,25,30
"WD",12,167,28235,"DGRP-802",29,29,30
"WD",15,168,28236,"DGRP-804",24,23,30
"WD",22,169,28237,"DGRP-805",NA,NA,30
"WD",17,170,28238,"DGRP-808",29,27,30
"WD",17,171,28239,"DGRP-810",29,29,30
"WD",15,172,28240,"DGRP-812",29,24,30
"WD",17,173,28241,"DGRP-818",9,8,30
"WD",13,174,28242,"DGRP-819",30,29,30
"WD",11,175,25208,"DGRP-820",28,28,30
"WD",8,176,28243,"DGRP-821",23,20,30
"WD",19,177,28244,"DGRP-822",12,12,30
"WD",21,178,28245,"DGRP-832",4,4,30
"WD",8,180,28247,"DGRP-843",23,23,30
"WD",18,181,28248,"DGRP-849",21,20,30
"WD",19,182,28249,"DGRP-850",21,19,30
"WD",8,183,25209,"DGRP-852",25,25,30
"WD",18,184,28250,"DGRP-853",28,26,30
"WD",18,185,28251,"DGRP-855",23,23,30
"WD",19,186,28252,"DGRP-857",21,14,30
"WD",8,187,25210,"DGRP-859",29,28,30
"WD",18,188,28253,"DGRP-861",28,25,30
"WD",19,189,28254,"DGRP-879",23,21,30
"WD",18,190,28255,"DGRP-882",16,12,30
"WD",19,192,28279,"DGRP-887",10,6,30
"WD",8,193,28257,"DGRP-890",28,27,30
"WD",8,194,28258,"DGRP-892",29,28,30
"WD",8,196,28260,"DGRP-897",21,20,30
"WD",8,197,28261,"DGRP-900",30,29,30
"WD",8,198,28262,"DGRP-907",28,27,30
"WD",8,199,28263,"DGRP-908",28,27,30
"WD",18,200,28264,"DGRP-911",27,24,30
"WD",18,201,28265,"DGRP-913",8,8,30
"starch",2,1,28122,"DGRP-21",29,27,30
"starch",2,2,28123,"DGRP-26",25,23,30
"starch",21,3,28124,"DGRP-28",28,23,30
"starch",2,4,55014,"DGRP-31",27,23,30
"starch",2,5,55015,"DGRP-32",26,20,30
"starch",2,6,28125,"DGRP-38",22,18,30
"starch",2,7,29651,"DGRP-40",30,29,30
"starch",2,8,28126,"DGRP-41",26,24,30
"starch",21,9,28127,"DGRP-42",20,19,30
"starch",9,10,28128,"DGRP-45",29,29,30
"starch",1,11,55016,"DGRP-48",21,13,30
"starch",1,12,29652,"DGRP-57",30,27,30
"starch",2,13,28129,"DGRP-59",29,29,30
"starch",19,14,28130,"DGRP-69",24,19,30
"starch",9,15,28131,"DGRP-73",29,29,30
"starch",20,16,28132,"DGRP-75",30,30,30
"starch",1,17,28134,"DGRP-83",29,28,30
"starch",9,18,28274,"DGRP-85",22,21,30
"starch",14,19,28135,"DGRP-88",23,17,30
"starch",1,20,28136,"DGRP-91",29,27,30
"starch",5,21,28137,"DGRP-93",21,21,30
"starch",1,22,55017,"DGRP-100",26,24,30
"starch",1,23,28138,"DGRP-101",11,11,30
"starch",9,24,28139,"DGRP-105",29,27,30
"starch",2,25,28140,"DGRP-109",15,14,30
"starch",1,26,28141,"DGRP-129",27,23,30
"starch",1,27,28142,"DGRP-136",18,16,30
"starch",10,28,28143,"DGRP-138",27,21,30
"starch",1,29,28144,"DGRP-142",23,22,30
"starch",3,30,28145,"DGRP-149",25,21,30
"starch",3,31,28146,"DGRP-153",23,17,30
"starch",20,32,28147,"DGRP-158",28,27,30
"starch",9,33,28148,"DGRP-161",29,29,30
"starch",3,34,28149,"DGRP-176",27,16,30
"starch",14,35,28150,"DGRP-177",27,22,30
"starch",3,36,28151,"DGRP-181",29,18,30
"starch",3,37,28152,"DGRP-189",29,28,30
"starch",3,38,28153,"DGRP-195",29,29,30
"starch",3,39,25174,"DGRP-208",28,27,30
"starch",3,40,28154,"DGRP-217",28,27,30
"starch",10,41,28155,"DGRP-223",29,23,30
"starch",20,42,28156,"DGRP-227",25,1,30
"starch",20,43,28157,"DGRP-228",27,26,30
"starch",5,44,29653,"DGRP-229",28,0,30
"starch",10,45,28275,"DGRP-235",27,26,30
"starch",5,46,28160,"DGRP-237",21,20,30
"starch",2,47,28161,"DGRP-239",28,28,30
"starch",14,48,28162,"DGRP-256",27,24,30
"starch",11,49,28164,"DGRP-280",29,28,30
"starch",20,50,28165,"DGRP-287",30,29,30
"starch",10,51,25175,"DGRP-301",23,12,30
"starch",10,52,25176,"DGRP-303",29,27,30
"starch",16,53,25177,"DGRP-304",19,14,30
"starch",5,54,37525,"DGRP-306",30,30,30
"starch",5,55,25179,"DGRP-307",30,28,30
"starch",5,56,28166,"DGRP-309",24,24,30
"starch",21,57,28276,"DGRP-310",14,12,30
"starch",5,58,25180,"DGRP-313",26,22,30
"starch",4,60,28167,"DGRP-317",20,18,30
"starch",4,61,28168,"DGRP-318",27,17,30
"starch",4,62,55018,"DGRP-319",28,23,30
"starch",4,63,29654,"DGRP-320",29,29,30
"starch",4,64,29655,"DGRP-321",19,19,30
"starch",4,65,25182,"DGRP-324",29,27,30
"starch",11,66,28171,"DGRP-332",30,27,30
"starch",22,67,25183,"DGRP-335",28,27,30
"starch",4,68,28172,"DGRP-336",15,13,30
"starch",4,69,28173,"DGRP-338",28,15,30
"starch",4,70,28174,"DGRP-340",29,27,30
"starch",10,71,55019,"DGRP-348",16,14,30
"starch",10,72,28176,"DGRP-350",29,26,30
"starch",10,73,28177,"DGRP-352",29,27,30
"starch",10,74,55020,"DGRP-354",29,26,30
"starch",13,75,55038,"DGRP-355",27,24,30
"starch",20,76,28178,"DGRP-356",28,24,30
"starch",14,77,25184,"DGRP-357",29,28,30
"starch",12,78,25185,"DGRP-358",25,23,30
"starch",13,79,28179,"DGRP-359",30,23,30
"starch",12,80,25186,"DGRP-360",29,15,30
"starch",13,81,28180,"DGRP-361",28,23,30
"starch",9,82,25187,"DGRP-362",19,14,30
"starch",7,83,25445,"DGRP-365",30,26,30
"starch",19,84,28181,"DGRP-367",19,18,30
"starch",11,85,28182,"DGRP-370",30,29,30
"starch",16,86,28183,"DGRP-371",29,29,30
"starch",13,87,28184,"DGRP-373",20,10,30
"starch",12,88,28185,"DGRP-374",30,29,30
"starch",7,89,25188,"DGRP-375",28,26,30
"starch",11,90,28186,"DGRP-377",17,10,30
"starch",9,91,25189,"DGRP-379",26,23,30
"starch",14,92,25190,"DGRP-380",26,25,30
"starch",14,93,28188,"DGRP-381",24,20,30
"starch",7,94,28189,"DGRP-382",29,29,30
"starch",20,95,28190,"DGRP-383",18,17,30
"starch",14,96,28191,"DGRP-385",30,29,30
"starch",14,97,28192,"DGRP-386",28,28,30
"starch",7,98,55021,"DGRP-390",29,26,30
"starch",15,99,25191,"DGRP-391",30,26,30
"starch",14,100,28194,"DGRP-392",27,27,30
"starch",7,101,55022,"DGRP-395",30,30,30
"starch",9,102,55023,"DGRP-397",29,24,30
"starch",7,103,25192,"DGRP-399",30,30,30
"starch",14,104,29656,"DGRP-405",29,28,30
"starch",15,105,29657,"DGRP-406",30,27,30
"starch",16,106,28278,"DGRP-409",25,23,30
"starch",6,107,28196,"DGRP-426",14,12,30
"starch",6,108,25193,"DGRP-427",24,24,30
"starch",6,109,25194,"DGRP-437",30,28,30
"starch",16,110,29658,"DGRP-439",30,22,30
"starch",16,111,28197,"DGRP-440",29,27,30
"starch",6,112,28198,"DGRP-441",23,20,30
"starch",15,113,28199,"DGRP-443",24,23,30
"starch",16,114,28200,"DGRP-461",28,25,30
"starch",21,115,25195,"DGRP-486",27,25,30
"starch",6,116,28202,"DGRP-491",25,25,30
"starch",9,117,28203,"DGRP-492",26,26,30
"starch",15,118,28204,"DGRP-502",30,28,30
"starch",20,119,55024,"DGRP-505",27,25,30
"starch",16,120,28205,"DGRP-508",29,25,30
"starch",6,121,28206,"DGRP-509",26,25,30
"starch",6,122,29659,"DGRP-513",28,28,30
"starch",6,123,25197,"DGRP-517",29,28,30
"starch",12,124,55025,"DGRP-528",22,20,30
"starch",6,125,29660,"DGRP-530",29,26,30
"starch",21,126,28207,"DGRP-531",27,23,30
"starch",6,127,28208,"DGRP-535",30,29,30
"starch",7,128,55026,"DGRP-551",26,23,30
"starch",7,129,25198,"DGRP-555",21,17,30
"starch",12,130,55027,"DGRP-559",28,19,30
"starch",7,131,28211,"DGRP-563",29,28,30
"starch",20,132,55028,"DGRP-566",23,21,30
"starch",15,133,28212,"DGRP-584",29,28,30
"starch",15,134,28213,"DGRP-589",27,26,30
"starch",16,135,28215,"DGRP-595",8,8,30
"starch",17,136,55029,"DGRP-596",28,21,30
"starch",7,137,55030,"DGRP-627",30,30,30
"starch",15,138,55031,"DGRP-630",29,27,30
"starch",15,139,55032,"DGRP-634",27,27,30
"starch",21,140,25199,"DGRP-639",7,5,30
"starch",22,141,28217,"DGRP-646",21,21,30
"starch",17,142,28218,"DGRP-703",29,26,30
"starch",17,143,25744,"DGRP-705",30,25,30
"starch",17,144,25200,"DGRP-707",30,30,30
"starch",19,145,25201,"DGRP-712",29,28,30
"starch",12,146,25745,"DGRP-714",30,25,30
"starch",11,147,28219,"DGRP-716",28,21,30
"starch",18,148,28220,"DGRP-721",12,9,30
"starch",21,149,28221,"DGRP-727",29,23,30
"starch",9,151,25203,"DGRP-732",26,25,30
"starch",17,152,28222,"DGRP-737",30,26,30
"starch",22,153,28223,"DGRP-738",20,20,30
"starch",17,154,28224,"DGRP-748",30,30,30
"starch",19,155,28226,"DGRP-757",28,25,30
"starch",20,156,28227,"DGRP-761",28,26,30
"starch",17,157,25204,"DGRP-765",29,26,30
"starch",11,158,25205,"DGRP-774",26,26,30
"starch",11,159,28229,"DGRP-776",30,30,30
"starch",12,160,28230,"DGRP-783",30,27,30
"starch",12,161,25206,"DGRP-786",29,27,30
"starch",11,162,28231,"DGRP-787",30,25,30
"starch",19,163,28232,"DGRP-790",24,21,30
"starch",17,164,28233,"DGRP-796",30,29,30
"starch",13,165,25207,"DGRP-799",27,26,30
"starch",11,166,28234,"DGRP-801",28,24,30
"starch",12,167,28235,"DGRP-802",29,27,30
"starch",15,168,28236,"DGRP-804",28,4,30
"starch",22,169,28237,"DGRP-805",NA,NA,30
"starch",17,170,28238,"DGRP-808",27,23,30
"starch",17,171,28239,"DGRP-810",26,26,30
"starch",15,172,28240,"DGRP-812",21,16,30
"starch",17,173,28241,"DGRP-818",29,28,30
"starch",13,174,28242,"DGRP-819",8,7,30
"starch",11,175,25208,"DGRP-820",30,29,30
"starch",8,176,28243,"DGRP-821",27,22,30
"starch",19,177,28244,"DGRP-822",21,20,30
"starch",21,178,28245,"DGRP-832",23,20,30
"starch",8,180,28247,"DGRP-843",28,28,30
"starch",18,181,28248,"DGRP-849",26,22,30
"starch",19,182,28249,"DGRP-850",30,25,30
"starch",8,183,25209,"DGRP-852",29,28,30
"starch",18,184,28250,"DGRP-853",27,22,30
"starch",18,185,28251,"DGRP-855",26,25,30
"starch",19,186,28252,"DGRP-857",19,8,30
"starch",8,187,25210,"DGRP-859",28,28,30
"starch",18,188,28253,"DGRP-861",28,27,30
"starch",19,189,28254,"DGRP-879",27,25,30
"starch",18,190,28255,"DGRP-882",29,22,30
"starch",19,192,28279,"DGRP-887",11,8,30
"starch",8,193,28257,"DGRP-890",26,23,30
"starch",8,194,28258,"DGRP-892",28,28,30
"starch",8,196,28260,"DGRP-897",27,27,30
"starch",8,197,28261,"DGRP-900",29,25,30
"starch",8,198,28262,"DGRP-907",30,26,30
"starch",8,199,28263,"DGRP-908",26,26,30
"starch",18,200,28264,"DGRP-911",28,23,30
"starch",18,201,28265,"DGRP-913",22,22,30
"HP",2,1,28122,"DGRP-21",26,22,30
"HP",2,2,28123,"DGRP-26",29,28,30
"HP",21,3,28124,"DGRP-28",28,25,30
"HP",2,4,55014,"DGRP-31",27,23,30
"HP",2,5,55015,"DGRP-32",25,19,30
"HP",2,6,28125,"DGRP-38",21,17,30
"HP",2,7,29651,"DGRP-40",30,29,30
"HP",2,8,28126,"DGRP-41",29,25,30
"HP",21,9,28127,"DGRP-42",17,14,30
"HP",9,10,28128,"DGRP-45",28,25,30
"HP",1,11,55016,"DGRP-48",16,10,30
"HP",1,12,29652,"DGRP-57",29,27,30
"HP",2,13,28129,"DGRP-59",30,30,30
"HP",19,14,28130,"DGRP-69",25,11,30
"HP",9,15,28131,"DGRP-73",28,25,30
"HP",20,16,28132,"DGRP-75",29,26,30
"HP",1,17,28134,"DGRP-83",28,26,30
"HP",9,18,28274,"DGRP-85",22,18,30
"HP",14,19,28135,"DGRP-88",24,12,30
"HP",1,20,28136,"DGRP-91",25,22,30
"HP",5,21,28137,"DGRP-93",27,24,30
"HP",1,22,55017,"DGRP-100",24,19,30
"HP",1,23,28138,"DGRP-101",22,21,30
"HP",9,24,28139,"DGRP-105",30,29,30
"HP",2,25,28140,"DGRP-109",14,14,30
"HP",1,26,28141,"DGRP-129",27,21,30
"HP",1,27,28142,"DGRP-136",16,16,30
"HP",10,28,28143,"DGRP-138",29,23,30
"HP",1,29,28144,"DGRP-142",23,20,30
"HP",3,30,28145,"DGRP-149",27,24,30
"HP",3,31,28146,"DGRP-153",24,18,30
"HP",20,32,28147,"DGRP-158",27,24,30
"HP",9,33,28148,"DGRP-161",30,27,30
"HP",3,34,28149,"DGRP-176",30,22,30
"HP",14,35,28150,"DGRP-177",27,26,30
"HP",3,36,28151,"DGRP-181",22,19,30
"HP",3,37,28152,"DGRP-189",30,28,30
"HP",3,38,28153,"DGRP-195",30,28,30
"HP",3,39,25174,"DGRP-208",29,29,30
"HP",3,40,28154,"DGRP-217",27,23,30
"HP",10,41,28155,"DGRP-223",26,20,30
"HP",20,42,28156,"DGRP-227",13,2,30
"HP",20,43,28157,"DGRP-228",26,24,30
"HP",5,44,29653,"DGRP-229",25,1,30
"HP",10,45,28275,"DGRP-235",29,0,30
"HP",5,46,28160,"DGRP-237",23,22,30
"HP",2,47,28161,"DGRP-239",29,25,30
"HP",14,48,28162,"DGRP-256",28,22,30
"HP",11,49,28164,"DGRP-280",29,27,30
"HP",20,50,28165,"DGRP-287",27,26,30
"HP",10,51,25175,"DGRP-301",10,8,30
"HP",10,52,25176,"DGRP-303",25,22,30
"HP",16,53,25177,"DGRP-304",28,26,30
"HP",5,54,37525,"DGRP-306",30,30,30
"HP",5,55,25179,"DGRP-307",28,26,30
"HP",5,56,28166,"DGRP-309",22,21,30
"HP",21,57,28276,"DGRP-310",14,12,30
"HP",5,58,25180,"DGRP-313",28,26,30
"HP",4,60,28167,"DGRP-317",23,18,30
"HP",4,61,28168,"DGRP-318",29,18,30
"HP",4,62,55018,"DGRP-319",29,29,30
"HP",4,63,29654,"DGRP-320",30,28,30
"HP",4,64,29655,"DGRP-321",26,25,30
"HP",4,65,25182,"DGRP-324",29,28,30
"HP",11,66,28171,"DGRP-332",30,28,30
"HP",22,67,25183,"DGRP-335",30,28,30
"HP",4,68,28172,"DGRP-336",13,11,30
"HP",4,69,28173,"DGRP-338",26,15,30
"HP",4,70,28174,"DGRP-340",29,29,30
"HP",10,71,55019,"DGRP-348",14,8,30
"HP",10,72,28176,"DGRP-350",29,25,30
"HP",10,73,28177,"DGRP-352",28,27,30
"HP",10,74,55020,"DGRP-354",27,23,30
"HP",13,75,55038,"DGRP-355",28,27,30
"HP",20,76,28178,"DGRP-356",29,27,30
"HP",14,77,25184,"DGRP-357",27,26,30
"HP",12,78,25185,"DGRP-358",26,20,30
"HP",13,79,28179,"DGRP-359",28,23,30
"HP",12,80,25186,"DGRP-360",26,25,30
"HP",13,81,28180,"DGRP-361",28,23,30
"HP",9,82,25187,"DGRP-362",6,4,30
"HP",7,83,25445,"DGRP-365",24,16,30
"HP",19,84,28181,"DGRP-367",27,18,30
"HP",11,85,28182,"DGRP-370",29,25,30
"HP",16,86,28183,"DGRP-371",30,30,30
"HP",13,87,28184,"DGRP-373",21,10,30
"HP",12,88,28185,"DGRP-374",26,23,30
"HP",7,89,25188,"DGRP-375",26,24,30
"HP",11,90,28186,"DGRP-377",20,14,30
"HP",9,91,25189,"DGRP-379",18,15,30
"HP",14,92,25190,"DGRP-380",30,30,30
"HP",14,93,28188,"DGRP-381",23,16,30
"HP",7,94,28189,"DGRP-382",30,29,30
"HP",20,95,28190,"DGRP-383",20,17,30
"HP",14,96,28191,"DGRP-385",30,29,30
"HP",14,97,28192,"DGRP-386",29,29,30
"HP",7,98,55021,"DGRP-390",27,24,30
"HP",15,99,25191,"DGRP-391",29,26,30
"HP",14,100,28194,"DGRP-392",30,30,30
"HP",7,101,55022,"DGRP-395",29,27,30
"HP",9,102,55023,"DGRP-397",28,25,30
"HP",7,103,25192,"DGRP-399",30,27,30
"HP",14,104,29656,"DGRP-405",29,29,30
"HP",15,105,29657,"DGRP-406",30,29,30
"HP",16,106,28278,"DGRP-409",24,21,30
"HP",6,107,28196,"DGRP-426",15,13,30
"HP",6,108,25193,"DGRP-427",30,28,30
"HP",6,109,25194,"DGRP-437",29,29,30
"HP",16,110,29658,"DGRP-439",30,25,30
"HP",16,111,28197,"DGRP-440",29,25,30
"HP",6,112,28198,"DGRP-441",25,19,30
"HP",15,113,28199,"DGRP-443",26,26,30
"HP",16,114,28200,"DGRP-461",28,25,30
"HP",21,115,25195,"DGRP-486",30,29,30
"HP",6,116,28202,"DGRP-491",27,20,30
"HP",9,117,28203,"DGRP-492",29,26,30
"HP",15,118,28204,"DGRP-502",30,27,30
"HP",20,119,55024,"DGRP-505",25,19,30
"HP",16,120,28205,"DGRP-508",30,30,30
"HP",6,121,28206,"DGRP-509",27,24,30
"HP",6,122,29659,"DGRP-513",26,20,30
"HP",6,123,25197,"DGRP-517",29,29,30
"HP",12,124,55025,"DGRP-528",26,19,30
"HP",6,125,29660,"DGRP-530",28,26,30
"HP",21,126,28207,"DGRP-531",30,20,30
"HP",6,127,28208,"DGRP-535",29,29,30
"HP",7,128,55026,"DGRP-551",28,26,30
"HP",7,129,25198,"DGRP-555",27,24,30
"HP",12,130,55027,"DGRP-559",23,20,30
